Division,MatchDate,HomeTeam,AwayTeam,HomeElo,AwayElo,gol_casa,gol_trasferta,risultato_1X2,xg_casa,xg_trasferta,pos_classifica_casa,pos_classifica_trasferta,punti_totali_casa,punti_totali_trasferta,punti_m5_pond_gen_casa,punti_m5_pond_gen_trasferta,punti_m5_pond_split_casa,punti_m5_pond_split_trasferta,xg_m5_pond_gen_casa,xg_m5_pond_gen_trasferta,xg_m5_pond_split_casa,xg_m5_pond_split_trasferta,xga_m5_pond_gen_casa,xga_m5_pond_gen_trasferta,xga_m5_pond_split_casa,xga_m5_pond_split_trasferta,gf_m5_pond_gen_casa,gf_m5_pond_gen_trasferta,gf_m5_pond_split_casa,gf_m5_pond_split_trasferta,gs_m5_pond_gen_casa,gs_m5_pond_gen_trasferta,gs_m5_pond_split_casa,gs_m5_pond_split_trasferta,diff_xg_gol_m5_gen_casa,diff_xg_gol_m5_gen_trasferta,h2h_punti_m5_casa,h2h_punti_m5_trasferta,h2h_gf_m5_casa,h2h_gs_m5_casa,h2h_xg_m5_casa,h2h_xg_m5_trasferta,h2h_split_punti_m5_casa,h2h_split_gf_m5_casa,giorni_riposo_casa,giorni_riposo_trasferta,partite_14gg_casa,partite_14gg_trasferta,is_derby,dist_champions_casa,dist_champions_trasferta,dist_europa_casa,dist_europa_trasferta,dist_salvezza_casa,dist_salvezza_trasferta,giornata_stagione,meta_stagione,tiri_m5_gen_casa,tiri_m5_gen_trasferta,tiri_porta_m5_gen_casa,tiri_porta_m5_gen_trasferta,corner_m5_gen_casa,corner_m5_gen_trasferta,cartellini_m5_gen_casa,cartellini_m5_gen_trasferta
I1,2015-02-01,Cesena,Lazio,1440.81,1683.38,2,1,1,0.97,0.28,19,4,12,34,1.0666666666666669,1.6666666666666667,0.0666666666666666,1.3333333333333333,1.456,1.732,1.2573333333333332,1.018,1.4746666666666668,0.5013333333333334,1.8493333333333333,0.8406666666666668,1.6,1.9333333333333331,1.2,1.6666666666666667,2.1333333333333333,1.1333333333333333,3.333333333333333,1.5333333333333334,-0.1440000000000001,-0.2013333333333333,0.6,2.4,0.8,1.8,0.15,1.55,1.5,1.0,7.0,8.0,2,2,0,-22,0,-20,2,-7,15,21,2,11.733333333333333,17.333333333333332,4.266666666666667,5.4,4.133333333333334,5.6,3.2666666666666666,3.466666666666667
I1,2015-02-01,Chievo,Napoli,1538.53,1754.87,1,2,2,0.59,1.57,18,3,18,36,0.5333333333333333,2.4,0.6,2.1333333333333333,0.9786666666666668,1.8753333333333333,1.0166666666666666,1.3026666666666666,1.584,0.704,1.108,0.916,0.5333333333333333,1.8,0.4666666666666667,1.6,1.4,1.0666666666666669,1.1333333333333333,0.8,0.4453333333333334,0.0753333333333332,1.4,1.4,1.2,1.2,0.67,2.21,1.8,1.6,7.0,6.0,2,2,0,-16,2,-14,4,-1,17,21,2,12.733333333333333,13.066666666666666,4.066666666666666,4.666666666666667,4.266666666666667,5.333333333333333,2.2666666666666666,2.933333333333333
I1,2015-02-01,Atalanta,Cagliari,1571.73,1548.78,2,1,1,1.86,1.84,16,17,20,19,1.2,1.8666666666666667,1.2666666666666666,0.6666666666666666,0.934,1.4013333333333335,1.7273333333333334,1.2086666666666668,1.5420000000000005,1.3013333333333332,0.9193333333333334,1.5373333333333332,0.9333333333333332,1.6666666666666667,1.9333333333333331,1.2,1.0,1.9333333333333331,1.8666666666666667,2.6666666666666665,0.0006666666666665,-0.2653333333333332,1.6,1.0,1.2,1.0,0.62,3.01,2.6,1.4,7.0,8.0,2,2,0,-14,-15,-12,-13,1,0,21,2,14.333333333333334,10.866666666666667,4.666666666666667,4.533333333333333,4.333333333333333,4.666666666666667,3.6666666666666665,3.4
I1,2015-02-01,Torino,Sampdoria,1630.08,1629.96,5,1,1,3.5,0.47,13,5,25,34,2.333333333333333,1.8,1.4,1.6666666666666667,1.4926666666666668,1.3633333333333333,1.9533333333333327,1.4213333333333331,1.2233333333333334,1.014,0.7473333333333334,1.4559999999999995,1.4666666666666666,1.2,1.2666666666666666,1.3333333333333333,0.8,0.8666666666666667,1.1333333333333333,1.2,0.0260000000000002,0.1633333333333333,0.6,1.8,0.6,1.4,0.39,0.42,1.4,0.6,7.0,7.0,2,2,0,-9,0,-7,2,6,15,21,2,12.066666666666666,13.4,3.4,5.0,3.933333333333333,6.8,2.6666666666666665,1.9333333333333331
I1,2015-02-01,Milan,Parma,1676.16,1537.95,3,1,1,2.05,1.38,11,20,26,10,0.2666666666666666,0.4,1.0666666666666669,0.0,0.55,0.8166666666666667,1.1253333333333333,0.5299999999999999,1.848,1.9906666666666668,0.784,2.1786666666666665,0.6666666666666666,0.6666666666666666,1.0,0.5333333333333333,1.7333333333333334,1.9333333333333331,0.9333333333333332,2.933333333333333,-0.1166666666666665,0.15,1.4,1.4,2.4,2.6,3.78,1.43,2.4,2.8,8.0,7.0,2,2,0,-8,-24,-6,-22,7,-9,21,2,8.6,10.933333333333334,2.933333333333333,1.6,4.6,3.8,3.2666666666666666,2.933333333333333
SP1,2015-02-02,Malaga,Valencia,1761.12,1846.25,1,0,1,1.69,0.66,7,5,32,41,0.7333333333333333,2.6,1.1333333333333333,1.5333333333333334,0.788,1.738,0.8373333333333334,0.8473333333333334,1.204,1.6966666666666663,1.4366666666666663,1.272,0.8,2.333333333333333,1.0666666666666669,1.1333333333333333,1.4,1.2,1.2,0.8666666666666667,-0.012,-0.5953333333333335,0.8,2.0,1.0,1.8,1.13,1.97,1.4,1.2,8.0,8.0,1,1,0,-10,-1,-6,3,14,23,21,2,9.466666666666669,11.266666666666667,3.933333333333333,5.8,2.8666666666666667,4.266666666666667,2.1333333333333333,4.133333333333334
D1,2015-02-03,Hannover,Mainz,1677.45,1690.07,1,1,X,1.71,1.19,9,11,24,21,1.0,1.3333333333333333,1.4,0.4666666666666667,1.2973333333333334,1.4346666666666663,1.2373333333333332,0.9886666666666668,1.5193333333333332,0.778,1.354666666666667,1.5799999999999998,1.4,2.1333333333333333,1.2666666666666666,0.4666666666666667,1.4666666666666666,0.8,1.6,1.5333333333333334,-0.1026666666666664,-0.6986666666666668,1.0,1.6,1.4,1.4,0.56,1.01,1.8,2.0,3.0,3.0,1,1,0,-6,-9,-5,-8,7,4,19,1,13.533333333333331,14.866666666666667,4.4,4.733333333333333,7.333333333333333,5.6,2.333333333333333,1.6
D1,2015-02-03,Ein Frankfurt,Wolfsburg,1672.45,1831.18,1,1,X,0.95,1.86,9,2,23,37,0.6666666666666666,2.333333333333333,1.7333333333333334,1.7333333333333334,1.8900000000000003,1.6993333333333334,2.606666666666667,1.6626666666666667,2.2426666666666666,1.252,1.834,1.2953333333333332,2.0,2.6,3.333333333333333,2.533333333333333,2.933333333333333,1.2,2.7333333333333334,1.6,-0.1099999999999996,-0.9006666666666667,1.0,1.6,1.6,1.6,1.6,1.0,1.0,1.6,3.0,4.0,1,1,0,-7,7,-6,8,6,20,19,1,13.6,13.866666666666667,6.533333333333333,5.133333333333334,4.333333333333333,4.466666666666667,2.533333333333333,1.2666666666666666
D1,2015-02-03,Bayern Munich,Schalke 04,2039.01,1774.7,1,1,X,0.38,0.99,1,4,45,30,2.0,2.066666666666667,3.0,1.8,1.8166666666666669,1.5793333333333337,2.183333333333333,1.0193333333333332,0.932,1.151333333333333,0.522,1.3026666666666666,1.8666666666666667,1.1333333333333333,2.4,1.8,1.6,0.4666666666666667,0.1333333333333333,1.0,-0.05,0.4460000000000002,2.6,0.2,3.2,0.4,1.5,1.31,2.6,3.2,4.0,3.0,1,1,0,15,0,16,1,28,13,19,1,18.8,15.6,7.666666666666667,6.2,7.8,5.333333333333333,0.8666666666666667,2.0
D1,2015-02-03,MGladbach,Freiburg,1776.43,1658.39,1,0,1,1.29,0.88,4,14,30,18,1.9333333333333331,1.4666666666666666,2.2666666666666666,0.8666666666666667,1.6953333333333334,1.6706666666666663,1.6693333333333331,0.6446666666666666,1.2706666666666668,1.536,0.9966666666666666,1.9193333333333331,1.7333333333333334,1.9333333333333331,2.7333333333333334,0.8,1.0,1.3333333333333333,1.6,1.4666666666666666,-0.038,-0.2626666666666668,1.0,1.6,0.8,1.4,0.32,1.3,1.8,1.0,3.0,3.0,1,1,0,0,-12,1,-11,13,1,19,1,10.666666666666666,9.933333333333334,4.8,4.933333333333334,6.0,3.4,1.6666666666666667,2.533333333333333
D1,2015-02-04,Dortmund,Augsburg,1802.46,1718.29,0,1,2,0.94,1.05,18,5,16,30,0.7333333333333333,2.0,1.7333333333333334,1.4,0.7873333333333333,1.5060000000000002,1.606666666666667,1.163333333333333,1.138,1.4280000000000004,0.7113333333333333,1.1386666666666667,0.7333333333333333,1.6666666666666667,1.1333333333333333,0.8,1.0666666666666669,1.6,0.8666666666666667,1.2,0.054,-0.1606666666666665,2.6,0.2,3.2,1.4,2.3,1.0,2.333333333333333,3.333333333333333,4.0,3.0,1,1,0,-15,-1,-13,1,-1,13,19,1,14.133333333333333,13.533333333333331,4.266666666666667,5.6,5.133333333333334,4.133333333333334,1.0666666666666669,2.1333333333333333
D1,2015-02-04,FC Koln,Stuttgart,1642.4,1617.69,0,0,X,0.31,0.62,11,17,22,17,1.6,1.0,0.5333333333333333,2.066666666666667,0.8326666666666666,1.1326666666666667,0.8339999999999999,1.5833333333333333,0.6886666666666666,1.0526666666666666,0.8640000000000001,1.092,1.2666666666666666,0.3333333333333333,0.6,1.7333333333333334,0.8,0.7333333333333333,1.1333333333333333,1.0,-0.434,0.7993333333333335,1.6,1.0,1.4,1.2,1.3,0.72,0.4,0.6,4.0,4.0,1,1,0,-11,-16,-7,-12,5,0,19,1,11.466666666666669,12.066666666666666,4.2,2.8,4.333333333333333,4.6,0.8666666666666667,2.1333333333333333
D1,2015-02-04,Hertha,Leverkusen,1627.6,1799.21,0,1,2,0.53,1.07,15,6,18,29,0.6,1.3333333333333333,1.0,1.6666666666666667,0.8286666666666667,0.9393333333333334,0.7066666666666667,1.4866666666666668,2.03,0.8453333333333333,2.019333333333333,0.8213333333333334,1.0666666666666669,0.6,0.4666666666666667,1.1333333333333333,3.0,0.4666666666666667,2.1333333333333333,0.8,-0.238,0.3393333333333334,0.4,2.2,1.8,2.6,0.71,2.53,1.0,1.2,3.0,4.0,1,1,0,-15,-4,-11,0,1,12,19,1,6.133333333333334,13.333333333333334,1.8666666666666667,4.333333333333333,2.8,5.266666666666667,2.6666666666666665,2.466666666666667
D1,2015-02-04,Hoffenheim,Werder Bremen,1717.84,1633.35,1,2,2,1.33,0.58,7,12,26,20,1.2,1.9333333333333331,1.6,0.4,1.7166666666666666,1.3166666666666669,1.6946666666666663,0.9386666666666666,1.8513333333333333,1.068,1.956,2.558666666666667,2.066666666666667,1.9333333333333331,2.066666666666667,1.1333333333333333,1.5333333333333334,1.8,2.0,3.6,-0.3500000000000003,-0.6166666666666667,0.6,1.8,1.8,2.8,1.3,2.51,0.8,2.0,3.0,3.0,1,1,0,-7,-13,-5,-11,9,3,19,1,13.2,14.533333333333331,6.333333333333333,5.466666666666667,5.666666666666667,4.2,2.1333333333333333,2.2666666666666666
D1,2015-02-06,Schalke 04,MGladbach,1774.7,1776.43,1,0,1,1.03,0.33,6,3,31,33,1.7333333333333334,2.2666666666666666,1.8666666666666667,1.2,1.403333333333333,1.558,1.5993333333333335,1.3199999999999998,0.91,1.1633333333333336,1.2553333333333334,1.5586666666666669,0.9333333333333332,1.4,1.2666666666666666,0.8,0.6,0.6,0.6666666666666666,0.9333333333333332,0.47,0.1580000000000001,0.8,2.0,0.8,1.6,1.82,3.38,1.6,1.4,3.0,3.0,2,2,0,-2,0,0,2,13,15,20,2,13.2,10.8,5.866666666666666,4.933333333333334,3.933333333333333,5.533333333333333,1.8,1.4666666666666666
F1,2015-02-06,St Etienne,Lens,1691.21,1503.06,3,3,X,1.53,1.67,4,19,40,21,0.8,0.8,1.8666666666666667,0.5333333333333333,0.7873333333333333,1.7353333333333334,0.972,1.4493333333333334,1.676,1.12,1.434,1.61,0.4666666666666667,0.4666666666666667,1.4666666666666666,0.6,0.7333333333333333,1.0,0.4,1.4666666666666666,0.3206666666666666,1.2686666666666668,1.2,1.8,1.2,1.6,1.04,0.88,2.4,2.2,5.0,6.0,2,2,0,0,-19,4,-15,16,-3,24,2,9.666666666666666,16.4,1.8666666666666667,4.933333333333334,8.866666666666667,6.066666666666666,1.6,1.2
D1,2015-02-07,Freiburg,Dortmund,1658.39,1802.46,0,3,2,0.16,2.15,15,18,18,16,1.0666666666666669,0.4,1.6666666666666667,0.4,1.5059999999999998,0.7826666666666665,2.0073333333333334,0.7086666666666667,1.4646666666666668,1.1506666666666665,1.366,1.236,1.4666666666666666,0.4666666666666667,2.1333333333333333,0.4,1.2666666666666666,1.0666666666666669,1.4,1.1333333333333333,0.0393333333333332,0.3159999999999998,0.0,3.0,0.4,3.2,0.26,1.72,0.6,1.0,4.0,3.0,2,2,0,-15,-17,-14,-16,0,-2,20,2,12.133333333333333,13.933333333333334,5.266666666666667,4.666666666666667,3.733333333333333,4.466666666666667,2.333333333333333,0.7333333333333333
D1,2015-02-07,Stuttgart,Bayern Munich,1617.69,2039.01,0,2,2,0.13,0.1,18,1,18,46,1.0,1.5333333333333334,0.2666666666666666,2.0,1.008,1.35,0.99,1.7660000000000002,0.7766666666666667,1.0353333333333334,1.4660000000000002,0.9646666666666668,0.2,1.5333333333333334,0.0,2.066666666666667,0.3333333333333333,1.6,1.5333333333333334,1.6,0.808,-0.1833333333333333,0.0,3.0,0.4,2.6,0.31,1.23,0.2,1.0,3.0,4.0,2,2,0,-15,13,-14,14,0,28,20,2,10.4,15.866666666666667,3.1333333333333333,5.866666666666666,4.4,6.8,1.5333333333333334,2.0
D1,2015-02-07,Mainz,Hertha,1690.07,1627.6,0,2,2,1.52,1.77,13,18,22,18,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.4166666666666667,0.6693333333333332,1.6786666666666668,0.9886666666666666,1.0366666666666666,1.7280000000000002,0.7739999999999999,1.6586666666666663,1.9333333333333331,0.6,2.466666666666667,1.8,0.8,2.4,1.1333333333333333,2.6666666666666665,-0.5166666666666666,0.0693333333333332,1.0,1.6,1.2,1.6,2.37,1.72,1.2,1.4,4.0,3.0,2,2,0,-11,-15,-10,-14,4,0,20,2,15.466666666666669,4.466666666666667,5.6,1.0666666666666669,5.2,3.2,1.4,2.8
D1,2015-02-07,Wolfsburg,Hoffenheim,1831.18,1717.84,3,0,1,1.37,1.4,2,7,38,26,1.9333333333333331,0.8,2.6,0.8,1.7073333333333336,1.612666666666667,1.8673333333333333,1.4386666666666668,1.1486666666666667,1.4253333333333336,1.0606666666666666,1.7446666666666668,2.1333333333333333,1.8,2.333333333333333,1.7333333333333334,1.1333333333333333,1.7333333333333334,0.8,1.9333333333333331,-0.4259999999999997,-0.1873333333333331,1.6,1.0,2.0,2.2,1.64,1.16,1.6,2.2,4.0,3.0,2,2,0,5,-7,6,-6,20,8,20,2,12.0,13.333333333333334,3.933333333333333,6.066666666666666,4.466666666666667,6.4,1.4666666666666666,1.6666666666666667
D1,2015-02-07,Hamburg,Hannover,1599.67,1677.45,2,1,1,0.67,2.25,13,8,20,25,1.2666666666666666,1.0,1.2,0.6666666666666666,1.264,1.4006666666666667,1.1606666666666663,1.334,1.164,1.403333333333333,1.1353333333333333,1.6713333333333331,1.0,1.2,0.7333333333333333,1.6666666666666667,0.6666666666666666,1.2,1.1333333333333333,2.0,0.264,0.2006666666666667,1.2,1.8,1.2,2.0,0.98,2.23,2.2,1.0,3.0,4.0,2,2,0,-13,-8,-12,-7,2,7,20,2,11.4,12.0,3.6666666666666665,4.4,4.2,6.933333333333334,2.1333333333333333,1.9333333333333331
SP1,2015-02-07,Ath Madrid,Real Madrid,1964.97,2081.12,4,0,1,2.27,0.1,3,1,47,54,2.6,3.0,2.6,2.4,1.276,2.719333333333333,1.584666666666667,2.2786666666666666,1.1353333333333333,1.5339999999999998,0.4553333333333333,1.0873333333333333,2.533333333333333,2.7333333333333334,2.2666666666666666,2.333333333333333,1.0666666666666669,0.8,0.6666666666666666,0.9333333333333332,-1.2573333333333332,-0.0140000000000002,1.4,1.4,1.2,1.4,1.11,1.59,0.2,1.4,7.0,3.0,2,3,1,5,12,9,16,29,36,22,2,9.8,18.6,4.333333333333333,6.6,6.266666666666667,7.333333333333333,2.8,3.0
SP1,2015-02-07,Villarreal,Granada,1820.94,1642.6,2,0,1,1.54,0.38,6,19,38,18,1.6,1.4,3.0,0.3333333333333333,1.4293333333333331,0.9853333333333332,1.8926666666666667,0.3946666666666666,1.6126666666666667,1.1253333333333333,0.7346666666666668,1.7826666666666668,1.6,1.0,2.1333333333333333,0.8666666666666667,1.2666666666666666,1.2,0.0666666666666666,2.2,-0.1706666666666667,-0.0146666666666667,1.4,1.4,1.2,0.8,0.63,0.42,3.0,3.0,6.0,7.0,2,2,0,-4,-24,0,-20,19,-1,22,2,13.2,10.466666666666669,4.133333333333334,1.8666666666666667,5.066666666666666,7.466666666666667,1.7333333333333334,3.0
SP1,2015-02-07,Levante,Malaga,1676.94,1761.12,4,1,1,3.09,0.45,20,7,16,35,0.1333333333333333,1.4,0.8,1.3333333333333333,0.968,1.076,1.022,0.8659999999999999,1.5666666666666669,1.0553333333333332,0.996,1.4473333333333334,0.0666666666666666,0.8,0.4666666666666667,0.9333333333333332,1.3333333333333333,0.9333333333333332,1.0666666666666669,1.2666666666666666,0.9013333333333334,0.276,0.8,2.0,0.6,1.2,0.36,0.82,1.8,1.6,6.0,5.0,2,2,0,-26,-7,-22,-3,-2,17,22,2,9.933333333333334,9.933333333333334,2.2666666666666666,4.2,4.4,3.333333333333333,3.0,3.0
SP1,2015-02-07,Sociedad,Celta,1736.25,1711.24,1,1,X,0.98,0.57,14,10,22,24,1.1333333333333333,1.1333333333333333,1.9333333333333331,0.0,0.8900000000000001,1.3986666666666667,0.9013333333333332,0.5913333333333333,2.028,0.9986666666666668,0.7133333333333333,1.4686666666666668,0.8,0.7333333333333333,0.8666666666666667,0.3333333333333333,1.6666666666666667,0.9333333333333332,0.4,1.4666666666666666,0.09,0.6653333333333334,1.8,0.6,2.2,1.8,1.3,2.85,2.2,2.0,7.0,7.0,2,2,0,-20,-18,-16,-14,3,5,22,2,11.466666666666669,11.733333333333333,2.8666666666666667,4.6,5.933333333333334,5.4,1.4666666666666666,3.4
F1,2015-02-07,Rennes,Marseille,1560.59,1696.69,1,1,X,0.53,0.35,11,2,30,47,0.3333333333333333,1.8,0.4666666666666667,0.1333333333333333,0.8013333333333333,1.5566666666666669,0.7739999999999999,1.1906666666666668,1.248,0.8979999999999999,1.2993333333333337,1.248,0.4666666666666667,1.2666666666666666,0.6666666666666666,0.7333333333333333,1.7333333333333334,1.0666666666666669,2.466666666666667,1.6666666666666667,0.3346666666666666,0.2900000000000002,1.0,1.6,1.0,1.8,1.38,1.5,0.6,1.0,8.0,7.0,2,1,0,-11,6,-7,10,5,22,24,2,9.2,16.466666666666665,3.2666666666666666,3.1333333333333333,4.466666666666667,4.266666666666667,0.6666666666666666,1.8666666666666667
F1,2015-02-07,Reims,Lorient,1541.79,1552.86,1,3,2,1.71,1.01,13,17,29,24,0.4666666666666667,0.9333333333333332,1.1333333333333333,0.4,0.872,1.2733333333333334,1.1893333333333334,1.3313333333333337,1.842,1.224,1.5306666666666666,2.49,0.5333333333333333,0.9333333333333332,1.2666666666666666,1.7333333333333334,1.4666666666666666,1.3333333333333333,1.4,2.7333333333333334,0.3386666666666666,0.3400000000000001,1.8,0.6,1.0,0.6,0.83,0.24,2.0,1.0,7.0,7.0,2,2,0,-12,-17,-8,-13,5,0,24,2,11.4,13.866666666666667,3.1333333333333333,5.0,4.133333333333334,5.333333333333333,2.533333333333333,1.3333333333333333
F1,2015-02-07,Bastia,Metz,1555.61,1500.81,2,0,1,1.56,0.6,16,20,24,21,1.2666666666666666,0.4666666666666667,1.8,0.2666666666666666,1.078,0.7626666666666665,1.3266666666666669,0.5439999999999999,1.2113333333333334,1.134,0.9093333333333332,1.474,1.1333333333333333,0.4,1.6,0.3333333333333333,0.8666666666666667,1.2,0.8,1.8,-0.0553333333333332,0.3626666666666664,0.6,2.4,0.6,1.8,0.45,1.75,1.5,0.75,7.0,7.0,2,2,0,-17,-20,-12,-15,0,-3,24,2,6.266666666666667,8.466666666666667,2.333333333333333,3.0,2.7333333333333334,3.8666666666666663,2.0,2.066666666666667
F1,2015-02-07,Caen,Toulouse,1536.6,1548.53,2,0,1,1.75,0.44,16,15,24,25,2.466666666666667,1.2666666666666666,2.066666666666667,0.4,1.7300000000000002,0.9166666666666666,2.034666666666667,0.768,1.103333333333333,0.644,1.352,1.318,2.2666666666666666,0.6,1.9333333333333331,0.2666666666666666,0.6666666666666666,0.9333333333333332,0.9333333333333332,2.0,-0.5366666666666664,0.3166666666666666,0.4,2.2,0.8,1.4,0.66,3.64,1.0,0.6,6.0,7.0,2,2,0,-17,-16,-12,-11,0,1,24,2,12.133333333333333,12.266666666666667,4.733333333333333,3.466666666666667,4.266666666666667,6.266666666666667,1.0666666666666669,2.533333333333333
F1,2015-02-07,Evian Thonon Gaillard,Bordeaux,1536.02,1610.67,0,1,2,0.36,0.19,18,7,23,34,0.9333333333333332,0.7333333333333333,1.8666666666666667,0.7333333333333333,0.4333333333333333,0.9326666666666666,0.8653333333333334,0.8566666666666668,2.1493333333333333,1.134,1.7566666666666666,1.144,0.8,0.5333333333333333,1.3333333333333333,0.2666666666666666,1.3333333333333333,1.0666666666666669,0.8666666666666667,0.6,-0.3666666666666667,0.3993333333333333,0.2,2.6,1.2,2.0,0.37,0.54,0.6666666666666666,1.0,7.0,6.0,2,2,0,-18,-7,-13,-2,-1,10,24,2,5.466666666666667,11.666666666666666,1.8666666666666667,3.6,3.333333333333333,4.333333333333333,1.3333333333333333,2.2
F1,2015-02-07,Montpellier,Lille,1627.67,1627.56,1,2,2,0.59,2.23,7,13,36,28,2.2,0.9333333333333332,2.2,0.4666666666666667,0.9766666666666666,0.7333333333333333,1.0746666666666669,0.6566666666666666,0.7586666666666666,1.088,0.7480000000000001,1.3766666666666665,1.9333333333333331,0.5333333333333333,2.6,0.6666666666666666,0.5333333333333333,0.8,1.1333333333333333,1.2,-0.9566666666666668,0.1999999999999999,0.4,2.2,0.2,1.4,0.35,0.82,2.0,0.8,7.0,7.0,2,2,0,-5,-13,-1,-9,12,4,24,2,9.2,12.8,3.466666666666667,2.8,3.466666666666667,4.2,0.8,1.2
E0,2015-02-07,Tottenham,Arsenal,1785.7,1866.28,2,1,1,1.28,0.83,6,5,40,42,2.2666666666666666,2.6,2.466666666666667,1.7333333333333334,1.1806666666666668,1.9753333333333336,1.2733333333333334,1.63,1.7166666666666666,0.8613333333333334,1.826,1.394,2.4,2.933333333333333,2.2666666666666666,1.4666666666666666,1.0666666666666669,0.3333333333333333,1.2666666666666666,1.2,-1.2193333333333332,-0.9579999999999996,0.8,2.0,1.0,1.8,0.67,1.26,2.0,1.8,7.0,6.0,1,1,1,-3,-1,0,2,20,22,24,2,15.2,12.4,5.8,5.933333333333334,4.666666666666667,6.4,1.7333333333333334,1.1333333333333333
E0,2015-02-07,Aston Villa,Chelsea,1603.07,1942.15,1,2,2,0.71,1.12,16,1,22,53,0.2,1.8,0.8,1.6,0.8140000000000001,1.7446666666666668,0.9933333333333332,2.3160000000000003,1.8053333333333328,0.7153333333333334,1.0479999999999998,0.8153333333333334,0.0,2.533333333333333,0.2666666666666666,3.0,2.4,1.0666666666666669,0.8666666666666667,1.6666666666666667,0.8140000000000001,-0.7886666666666664,0.6,2.4,0.6,3.0,0.23,3.14,1.4,1.2,6.0,7.0,1,1,0,-20,11,-18,13,2,33,24,2,12.2,11.4,2.533333333333333,5.6,6.866666666666666,3.066666666666667,1.6,0.6666666666666666
E0,2015-02-07,Swansea,Sunderland,1671.45,1643.56,1,1,X,1.86,0.14,9,14,33,23,1.3333333333333333,1.0666666666666669,1.0666666666666669,0.6666666666666666,0.7460000000000001,1.1906666666666663,0.93,1.14,2.1826666666666665,1.657333333333333,1.6953333333333334,1.5719999999999998,0.7333333333333333,1.2,0.7333333333333333,1.0,1.9333333333333331,1.1333333333333333,2.2,1.4666666666666666,0.0126666666666668,-0.0093333333333334,1.8,0.6,1.8,0.6,0.16,1.4,1.6666666666666667,2.0,6.0,7.0,1,1,0,-10,-20,-7,-17,13,3,24,2,12.8,7.333333333333333,2.0,3.0,2.466666666666667,5.6,0.4666666666666667,2.6
E0,2015-02-07,Man City,Hull,1928.84,1565.58,1,1,X,0.99,1.13,2,18,48,19,1.0,0.4,1.6,0.6666666666666666,1.3313333333333333,0.8979999999999999,1.7706666666666666,0.4973333333333333,1.0186666666666668,1.1833333333333331,1.0773333333333333,1.6246666666666665,1.0666666666666669,0.2666666666666666,1.6666666666666667,0.6666666666666666,1.4666666666666666,2.066666666666667,1.6,1.8,0.2646666666666666,0.6313333333333333,2.0,0.8,2.0,1.0,1.79,1.12,2.333333333333333,2.6666666666666665,7.0,7.0,1,1,0,6,-23,8,-21,28,-1,24,2,15.533333333333331,12.2,5.133333333333334,4.866666666666666,9.4,4.266666666666667,2.4,2.466666666666667
E0,2015-02-07,QPR,Southampton,1562.53,1784.51,0,1,2,1.03,0.96,19,4,19,42,0.2,1.8666666666666667,1.0666666666666669,2.4,1.41,1.2466666666666666,1.7346666666666668,0.9786666666666668,1.3626666666666665,0.702,1.2966666666666669,0.8913333333333334,0.6666666666666666,1.0666666666666669,0.8,1.5333333333333334,2.066666666666667,0.6666666666666666,1.2,0.7333333333333333,0.7433333333333335,0.1799999999999999,1.0,2.0,1.3333333333333333,2.0,0.46,2.34,0.0,1.0,7.0,6.0,1,1,0,-23,0,-21,2,-1,22,24,2,16.8,10.466666666666669,4.8,3.8666666666666663,4.8,4.533333333333333,2.533333333333333,2.2666666666666666
E0,2015-02-07,Everton,Liverpool,1748.21,1814.83,0,0,X,0.23,1.04,12,7,26,38,1.4666666666666666,2.7333333333333334,1.0666666666666669,2.6,1.24,2.14,1.1373333333333333,1.6393333333333333,1.134,0.6153333333333334,0.8986666666666667,0.7946666666666666,0.6666666666666666,1.9333333333333331,0.7333333333333333,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.4666666666666667,0.5733333333333334,0.2066666666666667,0.8,1.4,1.2,2.0,0.48,1.53,1.0,1.4,7.0,7.0,1,1,1,-16,-4,-14,-2,6,18,24,2,13.2,18.2,3.066666666666667,6.0,4.533333333333333,5.133333333333334,2.6666666666666665,1.7333333333333334
I1,2015-02-07,Verona,Torino,1575.71,1630.08,1,3,2,0.68,1.6,14,10,24,28,1.2666666666666666,2.6,1.8,2.1333333333333333,1.1626666666666667,2.1573333333333333,1.8766666666666667,0.946,1.0933333333333333,1.0093333333333332,1.1006666666666665,1.2893333333333337,1.0,2.6666666666666665,1.3333333333333333,1.2,1.6,0.8666666666666667,1.0,0.6666666666666666,0.1626666666666667,-0.5093333333333332,0.8,2.0,1.0,2.2,1.22,2.62,0.0,0.5,6.0,6.0,2,2,0,-10,-6,-8,-4,5,9,22,2,11.333333333333334,14.0,4.266666666666667,5.2,1.6666666666666667,4.066666666666666,2.0,2.2
