1.25, 6.0, 12.0, 72.2, 18.8, 9.0, 0
1.29, 5.0, 11.0, 72.9, 18.0, 9.0, 0
2.8, 3.1, 2.7, 29.2, 29.7, 41.1, 2
2.25, 3.2, 3.4, 39.4, 25.0, 35.6, 0
2.3, 3.1, 3.4, 46.1, 27.1, 26.7, 0
2.5, 3.1, 3.1, 35.8, 27.3, 36.9, 1
2.3, 3.25, 3.25, 34.5, 28.8, 36.7, 0
1.85, 3.4, 4.33, 58.7, 22.5, 18.9, 0
2.2, 3.2, 3.4, 38.4, 30.3, 31.3, 1
2.05, 3.2, 3.75, 44.2, 28.0, 27.8, 1
1.7, 3.5, 5.25, 52.6, 26.3, 21.1, 0
2.2, 3.3, 3.4, 56.6, 25.1, 18.3, 0
2.5, 3.2, 2.9, 34.6, 30.0, 35.5, 0
1.36, 4.75, 9.0, 75.8, 16.3, 7.9, 0
2.0, 3.3, 4.0, 52.2, 29.4, 18.4, 2
3.6, 3.4, 2.1, 25.3, 29.5, 45.2, 2
2.0, 3.3, 4.0, 44.4, 30.0, 25.6, 1
2.5, 3.2, 3.0, 52.1, 26.5, 21.4, 0
1.62, 3.6, 6.5, 38.8, 29.9, 31.3, 2
1.17, 7.0, 19.0, 76.2, 17.4, 6.5, 0
1.8, 3.5, 4.75, 58.7, 25.2, 16.0, 2
2.4, 3.2, 3.1, 42.3, 26.2, 31.6, 1
2.88, 3.2, 2.5, 25.3, 27.4, 47.3, 0
2.0, 3.3, 3.8, 32.8, 30.7, 36.5, 2
1.4, 5.0, 7.5, 59.3, 24.9, 15.8, 0
6.5, 4.33, 1.5, 21.2, 21.4, 57.4, 0
1.75, 3.5, 5.25, 58.4, 23.6, 18.0, 2
1.22, 6.0, 15.0, 71.3, 19.3, 9.3, 0
2.63, 3.5, 2.63, 28.2, 26.3, 45.5, 0
3.0, 3.4, 2.38, 21.8, 25.5, 52.7, 2
2.2, 3.3, 3.4, 43.8, 26.3, 29.9, 2
1.95, 3.5, 4.0, 46.1, 25.4, 28.4, 0
2.5, 3.4, 2.8, 52.0, 24.0, 23.9, 1
1.18, 7.0, 17.0, 73.7, 16.4, 9.9, 0
1.95, 3.25, 4.33, 53.4, 24.1, 22.4, 0
1.33, 5.0, 10.0, 67.3, 21.6, 11.1, 0
2.1, 3.2, 3.8, 40.6, 33.3, 26.2, 1
2.38, 3.2, 3.2, 38.8, 28.7, 32.4, 1
1.83, 3.5, 4.5, 45.5, 28.9, 25.6, 0
2.6, 3.0, 3.0, 31.9, 33.1, 35.0, 1
2.4, 3.0, 3.3, 37.5, 28.7, 33.8, 1
2.7, 3.25, 2.88, 28.6, 24.2, 47.2, 2
1.67, 4.0, 5.75, 58.8, 23.1, 18.1, 0
1.36, 5.5, 9.5, 60.6, 22.9, 16.6, 0
1.65, 4.0, 6.0, 48.4, 26.0, 25.5, 0
2.25, 3.3, 3.6, 35.9, 28.4, 35.7, 0
2.9, 3.3, 2.63, 28.7, 25.4, 45.8, 2
2.8, 3.3, 2.75, 34.8, 26.4, 38.8, 2
2.15, 3.5, 3.6, 50.8, 24.8, 24.5, 1
3.4, 3.4, 2.15, 24.9, 23.5, 51.6, 1
1.44, 4.2, 8.5, 66.3, 21.5, 12.2, 1
